InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category
INV1661,CLO678,Pleated Skirt,2,08/29/2024,10.96,10006,UK,Clothing
INV1662,CLO459,Pleated Skirt,2,08/29/2024,43.67,10045,Germany,Clothing
INV1663,GRO382,Coffee Beans,1,08/30/2024,11.31,10012,Canada,Groceries
INV1664,CLO655,T-Shirt,2,08/30/2024,146.25,10039,UK,Clothing
INV1665,GRO186,Organic Honey,1,08/30/2024,93.61,10041,UK,Groceries
INV1666,ELE477,Smartphone,5,08/31/2024,91.69,10008,USA,Electronics
INV1667,ELE545,Headphones,5,08/31/2024,110.98,10049,Germany,Electronics
INV1668,GRO349,Coffee Beans,4,09-01-2024,149.44,10026,USA,Groceries
INV1669,CLO989,Women's Summer Dress,5,09-01-2024,77.48,10065,Australia,Clothing
INV1670,GRO190,Organic Honey,2,09-01-2024,30.11,10004,Australia,Groceries
INV1671,ELE651,Smartphone,2,09-02-2024,116.51,10028,Canada,Electronics
INV1672,CLO672,Men's Shirt,5,09-02-2024,28.76,10036,Germany,Clothing
INV1673,GRO155,Green Tea,3,09-02-2024,196.31,10037,Germany,Groceries
INV1674,CLO670,Women's Summer Dress,2,09-03-2024,150.38,10082,Canada,Clothing
INV1675,GRO207,Pasta,4,09-03-2024,175.89,10007,Germany,Groceries
INV1676,GRO992,Green Tea,4,09-03-2024,196.88,10064,USA,Groceries
INV1677,GRO795,Coffee Beans,2,09-04-2024,19.57,10085,Canada,Groceries
INV1678,CLO996,Jeans,5,09-04-2024,126.65,10016,USA,Clothing
INV1679,CLO793,Pleated Skirt,2,09-05-2024,166.47,10070,USA,Clothing
INV1680,ELE307,Smartphone,1,09-05-2024,72.35,10088,UK,Electronics
INV1681,CLO265,Women's Summer Dress,1,09-05-2024,78.08,10044,Germany,Clothing
INV1682,ELE465,Smartphone,5,09-06-2024,119.53,10003,Germany,Electronics
INV1683,GRO852,Green Tea,5,09-06-2024,48.81,10035,Canada,Groceries
INV1684,ELE669,Headphones,1,09-06-2024,89.94,10069,UK,Electronics
INV1685,ELE631,Headphones,3,09-07-2024,134.72,10030,UK,Electronics
INV1686,CLO625,Women's Summer Dress,5,09-07-2024,52.56,10018,Canada,Clothing
INV1687,GRO674,Pasta,3,09-08-2024,18.37,10060,Australia,Groceries
INV1688,CLO711,Men's Shirt,3,09-08-2024,86.61,10053,Canada,Clothing
INV1689,CLO244,T-Shirt,3,09-08-2024,192.83,10038,Australia,Clothing
INV1690,CLO227,Pleated Skirt,5,09-09-2024,23.32,10090,Canada,Clothing
INV1691,GRO289,Organic Honey,4,09-09-2024,89.64,10073,Canada,Groceries
INV1692,CLO386,Pleated Skirt,3,09-09-2024,53.96,10089,Australia,Clothing
INV1693,GRO586,Olive Oil,5,09-10-2024,168.93,10018,Canada,Groceries
INV1694,GRO224,Coffee Beans,1,09-10-2024,64.28,10038,UK,Groceries
INV1695,ELE981,Bluetooth Speaker,5,09-10-2024,158.38,10066,Canada,Electronics
INV1696,ELE481,Smartphone,5,09-11-2024,135.03,10044,UK,Electronics
INV1697,CLO103,Jeans,5,09-11-2024,183.86,10012,UK,Clothing
INV1698,ELE707,Bluetooth Speaker,1,09-12-2024,68.61,10091,Canada,Electronics
INV1699,ELE546,Smartphone,3,09-12-2024,167.41,10057,Australia,Electronics
INV1700,CLO551,Jeans,1,09-12-2024,148.39,10019,Germany,Clothing
INV1701,ELE633,Smartphone,1,09/13/2024,86.04,10091,Australia,Electronics
INV1702,CLO614,Men's Shirt,1,09/13/2024,124.67,10071,USA,Clothing
INV1703,ELE350,Wireless Mouse,1,09/13/2024,47.64,10060,UK,Electronics
INV1704,GRO274,Green Tea,5,09/14/2024,68.37,10038,USA,Groceries
INV1705,ELE347,Headphones,1,09/14/2024,161.47,10000,UK,Electronics
INV1706,CLO705,Pleated Skirt,1,09/14/2024,19.95,10002,Australia,Clothing
INV1707,ELE198,Bluetooth Speaker,3,09/15/2024,14.5,10076,Germany,Electronics
INV1708,ELE602,Headphones,1,09/15/2024,53.98,10091,UK,Electronics
INV1709,CLO153,Pleated Skirt,3,09/16/2024,17.48,10061,USA,Clothing
INV1710,GRO582,Coffee Beans,5,09/16/2024,148.92,10062,USA,Groceries
INV1711,GRO175,Coffee Beans,4,09/16/2024,85.56,10024,UK,Groceries
INV1712,ELE382,Smartphone,4,09/17/2024,90.96,10055,Australia,Electronics
INV1713,CLO564,T-Shirt,4,09/17/2024,165.29,10032,Germany,Clothing
INV1714,ELE895,Laptop Charger,5,09/17/2024,129.03,10037,Germany,Electronics
INV1715,ELE170,Bluetooth Speaker,5,09/18/2024,175.42,10005,Germany,Electronics
INV1716,CLO294,T-Shirt,4,09/18/2024,141.82,10057,Canada,Clothing
INV1717,GRO717,Green Tea,5,09/18/2024,163.03,10043,Australia,Groceries
INV1718,GRO384,Organic Honey,4,09/19/2024,149.44,10044,Canada,Groceries
INV1719,ELE967,Bluetooth Speaker,5,09/19/2024,74.13,10031,UK,Electronics
INV1720,CLO929,Men's Shirt,5,09/20/2024,75.52,10044,Canada,Clothing
INV1721,GRO940,Organic Honey,3,09/20/2024,88.15,10060,Canada,Groceries
INV1722,GRO247,Olive Oil,1,09/20/2024,113.66,10046,UK,Groceries
INV1723,ELE954,Headphones,3,09/21/2024,78.49,10020,UK,Electronics
INV1724,CLO901,Jeans,5,09/21/2024,198.59,10079,UK,Clothing
INV1725,GRO246,Organic Honey,2,09/21/2024,160.83,10084,Australia,Groceries
INV1726,CLO288,T-Shirt,3,09/22/2024,197.18,10074,UK,Clothing
INV1727,GRO237,Organic Honey,2,09/22/2024,127.57,10035,USA,Groceries
INV1728,ELE206,Headphones,1,09/22/2024,34.54,10098,Germany,Electronics
INV1729,GRO978,Coffee Beans,2,09/23/2024,58.18,10018,USA,Groceries
INV1730,CLO447,Men's Shirt,1,09/23/2024,133.9,10019,Germany,Clothing
INV1731,ELE717,Bluetooth Speaker,4,09/24/2024,29.54,10056,UK,Electronics
INV1732,GRO270,Coffee Beans,3,09/24/2024,170.91,10017,Canada,Groceries
INV1733,GRO894,Coffee Beans,1,09/24/2024,189.35,10046,USA,Groceries
INV1734,ELE793,Laptop Charger,4,09/25/2024,62.43,10048,USA,Electronics
INV1735,CLO543,Pleated Skirt,2,09/25/2024,54.33,10013,Germany,Clothing
INV1736,CLO402,Pleated Skirt,5,09/25/2024,133.58,10014,Germany,Clothing
INV1737,ELE567,Wireless Mouse,2,09/26/2024,18.55,10030,USA,Electronics
INV1738,ELE700,Bluetooth Speaker,2,09/26/2024,88.16,10000,USA,Electronics
INV1739,ELE621,Wireless Mouse,1,09/27/2024,59.13,10053,Canada,Electronics
INV1740,GRO677,Organic Honey,1,09/27/2024,137.84,10002,Canada,Groceries
INV1741,ELE485,Smartphone,1,09/27/2024,193.41,10015,Germany,Electronics
INV1742,GRO712,Organic Honey,4,09/28/2024,41.52,10086,Germany,Groceries
INV1743,ELE757,Headphones,2,09/28/2024,184.28,10056,Canada,Electronics
INV1744,ELE784,Laptop Charger,4,09/28/2024,148.1,10074,Germany,Electronics
INV1745,CLO263,Women's Summer Dress,4,09/29/2024,189.73,10011,Australia,Clothing
INV1746,GRO222,Green Tea,3,09/29/2024,185.61,10073,Germany,Groceries
INV1747,GRO436,Organic Honey,5,09/29/2024,169.08,10095,Germany,Groceries
INV1748,GRO500,Organic Honey,1,09/30/2024,97.53,10015,Canada,Groceries
INV1749,ELE208,Headphones,3,09/30/2024,86.39,10071,Australia,Electronics
INV1750,ELE964,Smartphone,5,10-01-2024,145.31,10075,USA,Electronics
INV1751,GRO350,Green Tea,4,10-01-2024,117.49,10023,USA,Groceries
INV1752,CLO706,Women's Summer Dress,2,10-01-2024,125.36,10027,Canada,Clothing
INV1753,GRO171,Olive Oil,1,10-02-2024,69.83,10007,Australia,Groceries
INV1754,GRO153,Pasta,2,10-02-2024,22.5,10091,Canada,Groceries
INV1755,ELE292,Smartphone,2,10-02-2024,100.53,10035,USA,Electronics
INV1756,CLO951,Pleated Skirt,5,10-03-2024,141.98,10089,USA,Clothing
INV1757,GRO774,Organic Honey,5,10-03-2024,119.91,10007,Canada,Groceries
INV1758,CLO172,Jeans,4,10-03-2024,90.93,10057,Australia,Clothing
INV1759,ELE784,Smartphone,3,10-04-2024,45.46,10059,Canada,Electronics
INV1760,CLO151,Jeans,5,10-04-2024,161.34,10049,Australia,Clothing
INV1761,GRO299,Organic Honey,2,10-05-2024,109.48,10027,Australia,Groceries
INV1762,ELE176,Smartphone,4,10-05-2024,156.59,10091,Australia,Electronics
INV1763,GRO879,Pasta,3,10-05-2024,131.18,10040,Australia,Groceries
INV1764,GRO526,Coffee Beans,3,10-06-2024,140.97,10099,Canada,Groceries
INV1765,ELE319,Wireless Mouse,1,10-06-2024,195.64,10063,Australia,Electronics
INV1766,ELE458,Smartphone,5,10-06-2024,199.35,10026,Canada,Electronics
INV1767,ELE662,Laptop Charger,5,10-07-2024,110.65,10062,Germany,Electronics
INV1768,CLO700,T-Shirt,5,10-07-2024,143.4,10016,USA,Clothing
INV1769,ELE174,Laptop Charger,1,10-07-2024,138.46,10072,UK,Electronics
INV1770,GRO537,Organic Honey,1,10-08-2024,57.67,10032,UK,Groceries
INV1771,GRO637,Olive Oil,1,10-08-2024,21.79,10083,Australia,Groceries
INV1772,CLO881,Jeans,3,10-09-2024,135.04,10076,USA,Clothing
INV1773,GRO192,Organic Honey,5,10-09-2024,31.88,10091,USA,Groceries
INV1774,GRO606,Coffee Beans,5,10-09-2024,93.99,10028,Canada,Groceries
INV1775,ELE589,Wireless Mouse,1,10-10-2024,191.37,10012,USA,Electronics
INV1776,ELE540,Bluetooth Speaker,5,10-10-2024,31.13,10045,Australia,Electronics
INV1777,CLO847,Women's Summer Dress,5,10-10-2024,138.37,10034,Canada,Clothing
INV1778,CLO526,Jeans,2,10-11-2024,50.83,10005,UK,Clothing
INV1779,CLO390,T-Shirt,5,10-11-2024,58.31,10081,Canada,Clothing
INV1780,ELE734,Laptop Charger,3,10-11-2024,117.51,10068,USA,Electronics
INV1781,ELE607,Laptop Charger,5,10-12-2024,37.26,10046,Australia,Electronics
INV1782,GRO520,Organic Honey,1,10-12-2024,109.5,10024,UK,Groceries
INV1783,GRO743,Olive Oil,3,10/13/2024,160.37,10065,Canada,Groceries
INV1784,ELE629,Laptop Charger,2,10/13/2024,62.64,10009,Germany,Electronics
INV1785,CLO957,Pleated Skirt,2,10/13/2024,43.66,10055,Canada,Clothing
INV1786,ELE200,Smartphone,2,10/14/2024,120.32,10029,Germany,Electronics
INV1787,ELE132,Wireless Mouse,2,10/14/2024,163.84,10004,Australia,Electronics
INV1788,GRO345,Olive Oil,5,10/14/2024,12.45,10032,Germany,Groceries
INV1789,CLO801,Men's Shirt,5,10/15/2024,93.57,10064,Canada,Clothing
INV1790,GRO271,Green Tea,2,10/15/2024,123.9,10017,Australia,Groceries
INV1791,ELE521,Laptop Charger,5,10/16/2024,182.05,10095,Canada,Electronics
INV1792,GRO622,Coffee Beans,4,10/16/2024,47.89,10048,Canada,Groceries
INV1793,CLO704,Pleated Skirt,2,10/16/2024,166.93,10010,UK,Clothing
INV1794,CLO184,Women's Summer Dress,3,10/17/2024,192.01,10084,Canada,Clothing
INV1795,GRO364,Olive Oil,2,10/17/2024,45.12,10025,Germany,Groceries
INV1796,GRO653,Green Tea,5,10/17/2024,109.45,10062,UK,Groceries
INV1797,GRO882,Coffee Beans,5,10/18/2024,12.34,10088,Australia,Groceries
INV1798,GRO447,Coffee Beans,5,10/18/2024,83.47,10085,Canada,Groceries
INV1799,GRO448,Green Tea,3,10/18/2024,177.88,10058,UK,Groceries
INV1800,GRO790,Organic Honey,5,10/19/2024,14.9,10026,Germany,Groceries
INV1801,GRO927,Olive Oil,5,10/19/2024,31.57,10048,UK,Groceries
INV1802,CLO527,Women's Summer Dress,1,10/20/2024,72.77,10076,USA,Clothing
INV1803,CLO111,Pleated Skirt,1,10/20/2024,34.12,10032,UK,Clothing
INV1804,ELE519,Wireless Mouse,1,10/20/2024,21.23,10097,Germany,Electronics
INV1805,GRO629,Olive Oil,5,10/21/2024,27.32,10098,Canada,Groceries
INV1806,ELE543,Smartphone,1,10/21/2024,20.53,10000,Australia,Electronics
INV1807,GRO331,Olive Oil,4,10/21/2024,120.13,10020,Canada,Groceries
INV1808,ELE422,Wireless Mouse,2,10/22/2024,123.88,10054,Germany,Electronics
INV1809,CLO636,T-Shirt,4,10/22/2024,44.02,10005,UK,Clothing
INV1810,ELE912,Bluetooth Speaker,2,10/22/2024,73.08,10091,Canada,Electronics
INV1811,GRO213,Green Tea,1,10/23/2024,133.02,10080,Australia,Groceries
INV1812,GRO637,Green Tea,5,10/23/2024,52.68,10068,USA,Groceries
INV1813,CLO986,Men's Shirt,3,10/24/2024,73.5,10094,Canada,Clothing
INV1814,GRO639,Olive Oil,3,10/24/2024,22.91,10004,USA,Groceries
INV1815,CLO710,Pleated Skirt,2,10/24/2024,133.93,10002,Germany,Clothing
INV1816,ELE409,Laptop Charger,4,10/25/2024,138.34,10052,Canada,Electronics
INV1817,CLO538,Jeans,5,10/25/2024,92.47,10022,Germany,Clothing
INV1818,CLO164,Women's Summer Dress,3,10/25/2024,137.15,10052,Australia,Clothing
INV1819,GRO590,Green Tea,2,10/26/2024,119.36,10036,USA,Groceries
INV1820,CLO714,Women's Summer Dress,3,10/26/2024,118.35,10073,UK,Clothing
INV1821,GRO781,Pasta,2,10/26/2024,18.23,10073,Australia,Groceries
INV1822,ELE748,Smartphone,5,10/27/2024,117.8,10082,Germany,Electronics
INV1823,ELE688,Headphones,1,10/27/2024,35.3,10016,Germany,Electronics
INV1824,ELE703,Headphones,1,10/28/2024,141.86,10084,UK,Electronics
INV1825,CLO597,Pleated Skirt,1,10/28/2024,104.29,10077,USA,Clothing
INV1826,CLO174,T-Shirt,2,10/28/2024,188.88,10072,Germany,Clothing
INV1827,GRO763,Olive Oil,3,10/29/2024,128.88,10000,USA,Groceries
INV1828,CLO134,T-Shirt,1,10/29/2024,47.3,10050,Germany,Clothing
INV1829,CLO225,Jeans,3,10/29/2024,121.74,10044,UK,Clothing
INV1830,CLO822,Men's Shirt,1,10/30/2024,152.47,10076,Australia,Clothing
INV1831,CLO141,Women's Summer Dress,3,10/30/2024,41.28,10003,Canada,Clothing
INV1832,GRO645,Coffee Beans,1,10/30/2024,115.48,10061,Germany,Groceries
INV1833,ELE147,Wireless Mouse,3,10/31/2024,26.68,10064,UK,Electronics
INV1834,ELE855,Wireless Mouse,2,10/31/2024,63.82,10031,Canada,Electronics
INV1835,CLO578,Women's Summer Dress,4,11-01-2024,133.38,10033,USA,Clothing
INV1836,CLO253,Women's Summer Dress,4,11-01-2024,60.54,10091,Australia,Clothing
INV1837,CLO168,Jeans,5,11-01-2024,117.27,10094,UK,Clothing
INV1838,GRO704,Coffee Beans,5,11-02-2024,13.6,10071,Germany,Groceries
INV1839,ELE194,Headphones,1,11-02-2024,177.15,10038,USA,Electronics
INV1840,ELE366,Headphones,3,11-02-2024,181.61,10025,UK,Electronics
INV1841,CLO475,Jeans,5,11-03-2024,138.23,10033,UK,Clothing
INV1842,CLO298,Jeans,2,11-03-2024,139.29,10053,Canada,Clothing
INV1843,GRO250,Green Tea,5,11-04-2024,67.64,10002,Australia,Groceries
INV1844,CLO898,Women's Summer Dress,2,11-04-2024,72.43,10049,USA,Clothing
INV1845,CLO764,Pleated Skirt,5,11-04-2024,91.35,10011,Canada,Clothing
INV1846,ELE797,Smartphone,3,11-05-2024,91.22,10064,Canada,Electronics
INV1847,CLO825,Men's Shirt,3,11-05-2024,11.29,10053,USA,Clothing
INV1848,GRO591,Olive Oil,3,11-05-2024,170.76,10004,USA,Groceries
INV1849,GRO618,Organic Honey,3,11-06-2024,159.71,10093,Australia,Groceries
INV1850,ELE691,Laptop Charger,4,11-06-2024,102.27,10093,USA,Electronics
INV1851,GRO106,Green Tea,3,11-06-2024,159.17,10056,Canada,Groceries
INV1852,CLO314,Pleated Skirt,5,11-07-2024,72.35,10016,USA,Clothing
INV1853,ELE637,Smartphone,3,11-07-2024,68.15,10046,Canada,Electronics
INV1854,GRO265,Pasta,5,11-08-2024,36.09,10022,UK,Groceries
INV1855,CLO427,Men's Shirt,3,11-08-2024,189.69,10078,Australia,Clothing
INV1856,GRO720,Olive Oil,1,11-08-2024,123.59,10084,Canada,Groceries
INV1857,GRO486,Pasta,5,11-09-2024,20.19,10013,Australia,Groceries
INV1858,CLO563,Men's Shirt,4,11-09-2024,46.96,10065,Australia,Clothing
INV1859,GRO984,Coffee Beans,1,11-09-2024,45.95,10074,Canada,Groceries
INV1860,CLO798,Women's Summer Dress,1,11-10-2024,97.57,10050,Germany,Clothing
INV1861,GRO786,Organic Honey,3,11-10-2024,169.38,10037,Germany,Groceries
INV1862,CLO991,Women's Summer Dress,4,11-10-2024,31.39,10063,UK,Clothing
INV1863,ELE434,Bluetooth Speaker,3,11-11-2024,139.04,10097,Canada,Electronics
INV1864,GRO801,Pasta,5,11-11-2024,66.67,10037,Germany,Groceries
INV1865,ELE852,Laptop Charger,5,11-12-2024,195.4,10049,Canada,Electronics
INV1866,ELE448,Wireless Mouse,2,11-12-2024,41.82,10097,Germany,Electronics
INV1867,GRO649,Green Tea,3,11-12-2024,57.49,10081,USA,Groceries
INV1868,CLO667,Women's Summer Dress,5,11/13/2024,98.92,10029,Germany,Clothing
INV1869,CLO584,Men's Shirt,2,11/13/2024,133.26,10078,USA,Clothing
INV1870,GRO947,Olive Oil,2,11/13/2024,18.75,10090,Canada,Groceries
INV1871,CLO961,Pleated Skirt,1,11/14/2024,199.19,10050,Germany,Clothing
INV1872,CLO547,Jeans,3,11/14/2024,20.4,10062,USA,Clothing
INV1873,CLO796,Pleated Skirt,2,11/14/2024,10.04,10097,Canada,Clothing
INV1874,ELE538,Bluetooth Speaker,5,11/15/2024,32.87,10051,USA,Electronics
INV1875,ELE994,Wireless Mouse,1,11/15/2024,144.06,10037,Canada,Electronics
INV1876,CLO382,Pleated Skirt,3,11/16/2024,151.37,10096,USA,Clothing
INV1877,ELE538,Wireless Mouse,4,11/16/2024,184.39,10087,UK,Electronics
INV1878,GRO973,Coffee Beans,1,11/16/2024,84.44,10078,UK,Groceries
INV1879,ELE212,Headphones,5,11/17/2024,140.44,10029,Germany,Electronics
INV1880,ELE178,Wireless Mouse,2,11/17/2024,174.55,10050,Australia,Electronics
INV1881,ELE965,Bluetooth Speaker,2,11/17/2024,17.16,10080,UK,Electronics
INV1882,ELE292,Bluetooth Speaker,4,11/18/2024,198.51,10004,Canada,Electronics
INV1883,ELE896,Smartphone,5,11/18/2024,111.59,10028,USA,Electronics
INV1884,GRO397,Organic Honey,3,11/18/2024,33.16,10003,Canada,Groceries
INV1885,GRO793,Olive Oil,1,11/19/2024,36.03,10009,Australia,Groceries
INV1886,ELE927,Wireless Mouse,3,11/19/2024,79.02,10055,Germany,Electronics
INV1887,ELE311,Smartphone,5,11/20/2024,150.11,10016,UK,Electronics
INV1888,ELE642,Wireless Mouse,2,11/20/2024,66.55,10073,USA,Electronics
INV1889,ELE306,Wireless Mouse,3,11/20/2024,130.63,10016,Australia,Electronics
INV1890,CLO581,Jeans,3,11/21/2024,154.57,10083,USA,Clothing
INV1891,CLO809,T-Shirt,5,11/21/2024,42.66,10087,USA,Clothing
INV1892,GRO627,Green Tea,4,11/21/2024,93.61,10068,UK,Groceries
INV1893,CLO685,Jeans,3,11/22/2024,12.73,10033,Australia,Clothing
INV1894,GRO792,Organic Honey,4,11/22/2024,64.9,10005,Germany,Groceries
INV1895,ELE101,Smartphone,2,11/23/2024,46.91,10052,USA,Electronics
INV1896,CLO937,Jeans,1,11/23/2024,132.65,10065,Germany,Clothing
INV1897,ELE144,Smartphone,1,11/23/2024,17.56,10076,UK,Electronics
INV1898,CLO126,Jeans,2,11/24/2024,149.59,10042,Canada,Clothing
INV1899,CLO284,Men's Shirt,5,11/24/2024,36.83,10074,UK,Clothing
INV1900,CLO253,T-Shirt,3,11/24/2024,129.26,10022,Germany,Clothing
INV1901,ELE268,Wireless Mouse,1,11/25/2024,184.35,10054,Australia,Electronics
INV1902,ELE142,Bluetooth Speaker,1,11/25/2024,73.61,10079,Canada,Electronics
INV1903,ELE682,Bluetooth Speaker,2,11/25/2024,123.33,10094,Canada,Electronics
INV1904,CLO308,Jeans,1,11/26/2024,47.37,10074,UK,Clothing
INV1905,GRO155,Organic Honey,1,11/26/2024,109.96,10015,Australia,Groceries
INV1906,CLO597,Men's Shirt,2,11/27/2024,44.23,10007,Canada,Clothing
INV1907,ELE370,Headphones,1,11/27/2024,139.94,10003,UK,Electronics
INV1908,CLO173,Men's Shirt,1,11/27/2024,125.86,10003,Australia,Clothing
INV1909,CLO528,Women's Summer Dress,1,11/28/2024,27.05,10055,Germany,Clothing
INV1910,CLO451,Pleated Skirt,1,11/28/2024,56.65,10024,USA,Clothing
INV1911,CLO216,Women's Summer Dress,2,11/28/2024,193.51,10066,UK,Clothing
INV1912,GRO760,Green Tea,2,11/29/2024,178.05,10095,UK,Groceries
INV1913,CLO373,Women's Summer Dress,2,11/29/2024,41.58,10066,Germany,Clothing
INV1914,CLO628,Pleated Skirt,1,11/29/2024,179.14,10026,Germany,Clothing
INV1915,GRO437,Organic Honey,3,11/30/2024,150.21,10092,Australia,Groceries
INV1916,CLO178,T-Shirt,3,11/30/2024,98.36,10031,Germany,Clothing
INV1917,GRO957,Pasta,4,12-01-2024,102.6,10049,UK,Groceries
INV1918,ELE532,Laptop Charger,2,12-01-2024,167.58,10060,Australia,Electronics
INV1919,ELE909,Wireless Mouse,3,12-01-2024,118.1,10050,USA,Electronics
INV1920,CLO974,Men's Shirt,1,12-02-2024,171.21,10018,Australia,Clothing
INV1921,CLO507,Jeans,5,12-02-2024,151.52,10020,USA,Clothing
INV1922,CLO365,Women's Summer Dress,2,12-02-2024,120.85,10004,Canada,Clothing
INV1923,ELE435,Laptop Charger,1,12-03-2024,51.63,10081,UK,Electronics
INV1924,ELE637,Wireless Mouse,1,12-03-2024,101.69,10091,Australia,Electronics
INV1925,CLO558,Pleated Skirt,2,12-03-2024,91.15,10041,USA,Clothing
INV1926,ELE880,Laptop Charger,2,12-04-2024,136.68,10060,Germany,Electronics
INV1927,ELE556,Bluetooth Speaker,5,12-04-2024,136.03,10021,Canada,Electronics
INV1928,ELE375,Laptop Charger,3,12-05-2024,188.36,10020,Canada,Electronics
INV1929,ELE177,Laptop Charger,3,12-05-2024,74.91,10069,Germany,Electronics
INV1930,ELE291,Headphones,4,12-05-2024,32.68,10000,Canada,Electronics
INV1931,GRO150,Green Tea,3,12-06-2024,74.6,10004,Australia,Groceries
INV1932,CLO456,Men's Shirt,3,12-06-2024,139.27,10011,Australia,Clothing
INV1933,ELE634,Headphones,5,12-06-2024,111.72,10089,Australia,Electronics
INV1934,CLO253,Women's Summer Dress,5,12-07-2024,152.12,10045,USA,Clothing
INV1935,GRO571,Coffee Beans,5,12-07-2024,92.73,10033,UK,Groceries
INV1936,ELE218,Laptop Charger,2,12-07-2024,20.04,10048,UK,Electronics
INV1937,CLO834,Women's Summer Dress,3,12-08-2024,101.63,10077,Canada,Clothing
INV1938,ELE965,Headphones,2,12-08-2024,145.24,10089,USA,Electronics
INV1939,ELE118,Headphones,2,12-09-2024,33.07,10044,UK,Electronics
INV1940,ELE406,Headphones,3,12-09-2024,128.44,10026,Canada,Electronics
INV1941,CLO619,Pleated Skirt,2,12-09-2024,73.54,10072,Germany,Clothing
INV1942,ELE311,Headphones,4,12-10-2024,26.14,10025,Canada,Electronics
INV1943,CLO953,Pleated Skirt,5,12-10-2024,36,10046,Canada,Clothing
INV1944,GRO228,Olive Oil,2,12-10-2024,150.06,10085,Germany,Groceries
INV1945,ELE941,Laptop Charger,2,12-11-2024,19.44,10055,Australia,Electronics
INV1946,ELE365,Smartphone,5,12-11-2024,108.42,10093,Germany,Electronics
INV1947,CLO542,Women's Summer Dress,2,12-12-2024,24.23,10062,USA,Clothing
INV1948,ELE685,Smartphone,1,12-12-2024,156.06,10047,UK,Electronics
INV1949,ELE942,Wireless Mouse,2,12-12-2024,86.44,10060,Germany,Electronics
INV1950,GRO312,Olive Oil,2,12/13/2024,59.86,10080,USA,Groceries
INV1951,CLO695,Pleated Skirt,3,12/13/2024,173.55,10025,Germany,Clothing
INV1952,ELE721,Bluetooth Speaker,5,12/13/2024,178.11,10035,Germany,Electronics
INV1953,ELE276,Laptop Charger,3,12/14/2024,175.03,10000,UK,Electronics
INV1954,CLO907,T-Shirt,1,12/14/2024,64.19,10007,Australia,Clothing
INV1955,ELE961,Headphones,3,12/14/2024,48.28,10098,Australia,Electronics
INV1956,ELE239,Wireless Mouse,2,12/15/2024,20.68,10051,UK,Electronics
INV1957,CLO509,T-Shirt,5,12/15/2024,70.3,10078,Australia,Clothing
INV1958,ELE797,Smartphone,2,12/16/2024,152.84,10046,UK,Electronics
INV1959,GRO767,Organic Honey,2,12/16/2024,81.63,10055,Canada,Groceries
INV1960,ELE381,Headphones,2,12/16/2024,119.38,10085,Canada,Electronics
INV1961,CLO496,T-Shirt,5,12/17/2024,46.47,10013,Canada,Clothing
INV1962,CLO792,Women's Summer Dress,2,12/17/2024,170.54,10089,Canada,Clothing
INV1963,GRO952,Organic Honey,1,12/17/2024,49.72,10027,Canada,Groceries
INV1964,ELE520,Headphones,5,12/18/2024,95.55,10086,Germany,Electronics
INV1965,CLO318,Women's Summer Dress,5,12/18/2024,34.77,10077,Germany,Clothing
INV1966,GRO715,Organic Honey,5,12/18/2024,70.4,10087,Canada,Groceries
INV1967,ELE355,Headphones,1,12/19/2024,26.47,10001,Canada,Electronics
INV1968,CLO793,Jeans,4,12/19/2024,167.62,10025,Germany,Clothing
INV1969,ELE944,Bluetooth Speaker,2,12/20/2024,102.74,10013,UK,Electronics
INV1970,ELE141,Smartphone,4,12/20/2024,129.42,10058,USA,Electronics
INV1971,CLO685,Men's Shirt,3,12/20/2024,161.62,10055,Germany,Clothing
INV1972,CLO281,Men's Shirt,3,12/21/2024,48.66,10006,Canada,Clothing
INV1973,GRO947,Coffee Beans,4,12/21/2024,195.56,10002,Canada,Groceries
INV1974,ELE200,Laptop Charger,3,12/21/2024,131.67,10022,Germany,Electronics
INV1975,ELE609,Smartphone,1,12/22/2024,71.98,10017,USA,Electronics
INV1976,ELE960,Laptop Charger,1,12/22/2024,35.34,10037,UK,Electronics
INV1977,GRO781,Organic Honey,4,12/22/2024,53.77,10098,UK,Groceries
INV1978,ELE266,Wireless Mouse,2,12/23/2024,32.47,10014,Australia,Electronics
INV1979,GRO785,Pasta,2,12/23/2024,138.07,10063,UK,Groceries
INV1980,CLO532,Jeans,3,12/24/2024,88.04,10088,UK,Clothing
INV1981,CLO910,Men's Shirt,2,12/24/2024,172.8,10027,USA,Clothing
INV1982,ELE466,Wireless Mouse,5,12/24/2024,174.23,10073,Canada,Electronics
INV1983,ELE519,Laptop Charger,3,12/25/2024,142.46,10038,UK,Electronics
INV1984,CLO602,Pleated Skirt,4,12/25/2024,23.06,10056,Germany,Clothing
INV1985,GRO514,Organic Honey,2,12/25/2024,167.03,10016,Germany,Groceries
INV1986,GRO627,Organic Honey,5,12/26/2024,86.32,10085,USA,Groceries
INV1987,ELE432,Headphones,3,12/26/2024,67.93,10089,UK,Electronics
INV1988,ELE967,Laptop Charger,4,12/26/2024,158.21,10043,Germany,Electronics
INV1989,GRO527,Olive Oil,5,12/27/2024,73.22,10024,UK,Groceries
INV1990,ELE154,Headphones,2,12/27/2024,96.78,10016,USA,Electronics
INV1991,CLO989,T-Shirt,2,12/28/2024,58.4,10012,Australia,Clothing
